frame,tempo,x,y
1,0.03333333333333333,,
2,0.06666666666666667,,
3,0.1,,
4,0.13333333333333333,,
5,0.16666666666666666,,
6,0.2,,
7,0.23333333333333334,,
8,0.26666666666666666,,
9,0.3,,
10,0.3333333333333333,,
11,0.36666666666666664,,
12,0.4,,
13,0.43333333333333335,,
14,0.4666666666666667,,
15,0.5,,
16,0.5333333333333333,,
17,0.5666666666666667,,
18,0.6,,
19,0.6333333333333333,,
20,0.6666666666666666,,
21,0.7,,
22,0.7333333333333333,,
23,0.7666666666666667,,
24,0.8,,
25,0.8333333333333334,,
26,0.8666666666666667,,
27,0.9,,
28,0.9333333333333333,,
29,0.9666666666666667,,
30,1.0,,
31,1.0333333333333334,,
32,1.0666666666666667,,
33,1.1,,
34,1.1333333333333333,,
35,1.1666666666666667,,
36,1.2,,
37,1.2333333333333334,,
38,1.2666666666666666,,
39,1.3,,
40,1.3333333333333333,,
41,1.3666666666666667,,
42,1.4,,
43,1.4333333333333333,,
44,1.4666666666666666,,
45,1.5,,
46,1.5333333333333334,,
47,1.5666666666666667,,
48,1.6,,
49,1.6333333333333333,,
50,1.6666666666666667,,
51,1.7,,
52,1.7333333333333334,,
53,1.7666666666666666,,
54,1.8,,
55,1.8333333333333333,,
56,1.8666666666666667,,
57,1.9,,
58,1.9333333333333333,,
59,1.9666666666666666,,
60,2.0,,
61,2.033333333333333,,
62,2.066666666666667,,
63,2.1,,
64,2.1333333333333333,,
65,2.1666666666666665,,
66,2.2,,
67,2.2333333333333334,,
68,2.2666666666666666,,
69,2.3,,
70,2.3333333333333335,,
71,2.3666666666666667,,
72,2.4,,
73,2.433333333333333,,
74,2.466666666666667,,
75,2.5,,
76,2.533333333333333,,
77,2.566666666666667,,
78,2.6,,
79,2.6333333333333333,,
80,2.6666666666666665,,
81,2.7,,
82,2.7333333333333334,,
83,2.7666666666666666,,
84,2.8,,
85,2.8333333333333335,,
86,2.8666666666666667,,
87,2.9,,
88,2.933333333333333,,
89,2.966666666666667,,
90,3.0,,
91,3.033333333333333,,
92,3.066666666666667,,
93,3.1,,
94,3.1333333333333333,,
95,3.1666666666666665,,
96,3.2,,
97,3.2333333333333334,,
98,3.2666666666666666,,
99,3.3,,
100,3.3333333333333335,,
101,3.3666666666666667,,
102,3.4,,
103,3.433333333333333,,
104,3.466666666666667,,
105,3.5,,
106,3.533333333333333,,
107,3.566666666666667,,
108,3.6,,
109,3.6333333333333333,,
110,3.6666666666666665,,
111,3.7,,
112,3.7333333333333334,,
113,3.7666666666666666,,
114,3.8,,
115,3.8333333333333335,,
116,3.8666666666666667,,
117,3.9,,
118,3.933333333333333,,
119,3.966666666666667,,
120,4.0,,
121,4.033333333333333,,
122,4.066666666666666,,
123,4.1,,
124,4.133333333333334,,
125,4.166666666666667,,
126,4.2,,
127,4.233333333333333,,
128,4.266666666666667,,
129,4.3,,
130,4.333333333333333,,
131,4.366666666666666,,
132,4.4,,
133,4.433333333333334,,
134,4.466666666666667,,
135,4.5,,
136,4.533333333333333,,
137,4.566666666666666,,
138,4.6,,
139,4.633333333333334,,
140,4.666666666666667,,
141,4.7,,
142,4.733333333333333,,
143,4.766666666666667,,
144,4.8,,
145,4.833333333333333,,
146,4.866666666666666,,
147,4.9,,
148,4.933333333333334,,
149,4.966666666666667,,
150,5.0,,
151,5.033333333333333,,
152,5.066666666666666,,
153,5.1,,
154,5.133333333333334,,
155,5.166666666666667,,
156,5.2,,
157,5.233333333333333,,
158,5.266666666666667,,
159,5.3,,
160,5.333333333333333,,
161,5.366666666666666,,
162,5.4,,
163,5.433333333333334,,
164,5.466666666666667,,
165,5.5,,
166,5.533333333333333,,
167,5.566666666666666,,
168,5.6,,
169,5.633333333333334,,
170,5.666666666666667,,
171,5.7,,
172,5.733333333333333,,
173,5.766666666666667,,
174,5.8,,
175,5.833333333333333,,
176,5.866666666666666,,
177,5.9,,
178,5.933333333333334,,
179,5.966666666666667,,
180,6.0,,
181,6.033333333333333,,
182,6.066666666666666,,
183,6.1,,
184,6.133333333333334,,
185,6.166666666666667,,
186,6.2,,
187,6.233333333333333,,
188,6.266666666666667,,
189,6.3,,
190,6.333333333333333,,
191,6.366666666666666,,
192,6.4,,
193,6.433333333333334,,
194,6.466666666666667,,
195,6.5,,
196,6.533333333333333,,
197,6.566666666666666,,
198,6.6,,
199,6.633333333333334,,
200,6.666666666666667,,
201,6.7,,
202,6.733333333333333,,
203,6.766666666666667,,
204,6.8,,
205,6.833333333333333,,
206,6.866666666666666,,
207,6.9,,
208,6.933333333333334,,
209,6.966666666666667,,
210,7.0,,
211,7.033333333333333,,
212,7.066666666666666,,
213,7.1,,
214,7.133333333333334,,
215,7.166666666666667,,
216,7.2,,
217,7.233333333333333,,
218,7.266666666666667,,
219,7.3,,
220,7.333333333333333,,
221,7.366666666666666,,
222,7.4,,
223,7.433333333333334,,
224,7.466666666666667,,
225,7.5,,
226,7.533333333333333,,
227,7.566666666666666,,
228,7.6,,
229,7.633333333333334,,
230,7.666666666666667,,
231,7.7,,
232,7.733333333333333,,
233,7.766666666666667,,
234,7.8,,
235,7.833333333333333,,
236,7.866666666666666,,
237,7.9,,
238,7.933333333333334,,
239,7.966666666666667,,
240,8.0,,
241,8.033333333333333,,
242,8.066666666666666,,
243,8.1,,
244,8.133333333333333,,
245,8.166666666666666,,
246,8.2,,
247,8.233333333333333,,
248,8.266666666666667,,
249,8.3,,
250,8.333333333333334,,
251,8.366666666666667,,
252,8.4,,
253,8.433333333333334,,
254,8.466666666666667,,
255,8.5,,
256,8.533333333333333,,
257,8.566666666666666,,
258,8.6,,
259,8.633333333333333,,
260,8.666666666666666,,
261,8.7,,
262,8.733333333333333,,
263,8.766666666666667,,
264,8.8,,
265,8.833333333333334,,
266,8.866666666666667,,
267,8.9,,
268,8.933333333333334,,
269,8.966666666666667,,
270,9.0,,
271,9.033333333333333,,
272,9.066666666666666,,
273,9.1,,
274,9.133333333333333,,
275,9.166666666666666,,
276,9.2,,
277,9.233333333333333,,
278,9.266666666666667,,
279,9.3,,
280,9.333333333333334,,
281,9.366666666666667,,
282,9.4,,
283,9.433333333333334,,
284,9.466666666666667,,
285,9.5,,
286,9.533333333333333,,
287,9.566666666666666,,
288,9.6,,
289,9.633333333333333,,
290,9.666666666666666,,
291,9.7,,
292,9.733333333333333,,
293,9.766666666666667,,
294,9.8,,
295,9.833333333333334,,
296,9.866666666666667,,
297,9.9,,
298,9.933333333333334,,
299,9.966666666666667,,
300,10.0,,
301,10.033333333333333,,
302,10.066666666666666,,
303,10.1,,
304,10.133333333333333,,
305,10.166666666666666,,
306,10.2,,
307,10.233333333333333,,
308,10.266666666666667,,
309,10.3,,
310,10.333333333333334,,
311,10.366666666666667,,
312,10.4,,
313,10.433333333333334,,
314,10.466666666666667,,
315,10.5,,
316,10.533333333333333,,
317,10.566666666666666,,
318,10.6,,
319,10.633333333333333,,
320,10.666666666666666,,
321,10.7,,
322,10.733333333333333,,
323,10.766666666666667,,
324,10.8,,
325,10.833333333333334,,
326,10.866666666666667,,
327,10.9,,
328,10.933333333333334,,
329,10.966666666666667,,
330,11.0,,
331,11.033333333333333,,
332,11.066666666666666,,
333,11.1,,
334,11.133333333333333,,
335,11.166666666666666,,
336,11.2,,
337,11.233333333333333,,
338,11.266666666666667,,
339,11.3,,
340,11.333333333333334,,
341,11.366666666666667,,
342,11.4,,
343,11.433333333333334,,
344,11.466666666666667,,
345,11.5,,
346,11.533333333333333,,
347,11.566666666666666,,
348,11.6,,
349,11.633333333333333,,
350,11.666666666666666,,
351,11.7,,
352,11.733333333333333,,
353,11.766666666666667,,
354,11.8,,
355,11.833333333333334,,
356,11.866666666666667,,
357,11.9,,
358,11.933333333333334,,
359,11.966666666666667,,
360,12.0,,
361,12.033333333333333,,
362,12.066666666666666,,
363,12.1,,
364,12.133333333333333,,
365,12.166666666666666,,
366,12.2,,
367,12.233333333333333,,
368,12.266666666666667,,
369,12.3,,
370,12.333333333333334,,
371,12.366666666666667,,
372,12.4,,
373,12.433333333333334,,
374,12.466666666666667,,
375,12.5,,
376,12.533333333333333,,
377,12.566666666666666,,
378,12.6,,
379,12.633333333333333,,
380,12.666666666666666,,
381,12.7,,
382,12.733333333333333,,
383,12.766666666666667,,
384,12.8,,
385,12.833333333333334,,
386,12.866666666666667,,
387,12.9,,
388,12.933333333333334,,
389,12.966666666666667,,
390,13.0,,
391,13.033333333333333,,
392,13.066666666666666,,
393,13.1,,
394,13.133333333333333,,
395,13.166666666666666,,
396,13.2,,
397,13.233333333333333,,
398,13.266666666666667,,
399,13.3,,
400,13.333333333333334,,
401,13.366666666666667,,
402,13.4,,
403,13.433333333333334,,
404,13.466666666666667,,
405,13.5,,
406,13.533333333333333,,
407,13.566666666666666,,
408,13.6,,
409,13.633333333333333,,
410,13.666666666666666,,
411,13.7,,
412,13.733333333333333,,
413,13.766666666666667,,
414,13.8,,
415,13.833333333333334,,
416,13.866666666666667,,
417,13.9,,
418,13.933333333333334,,
419,13.966666666666667,,
420,14.0,,
421,14.033333333333333,,
422,14.066666666666666,,
423,14.1,,
424,14.133333333333333,,
425,14.166666666666666,,
426,14.2,,
427,14.233333333333333,,
428,14.266666666666667,,
429,14.3,,
430,14.333333333333334,,
431,14.366666666666667,,
432,14.4,,
433,14.433333333333334,,
434,14.466666666666667,,
435,14.5,,
436,14.533333333333333,,
437,14.566666666666666,,
438,14.6,,
439,14.633333333333333,,
440,14.666666666666666,,
441,14.7,,
442,14.733333333333333,,
443,14.766666666666667,,
444,14.8,,
445,14.833333333333334,,
446,14.866666666666667,,
447,14.9,,
448,14.933333333333334,,
449,14.966666666666667,,
450,15.0,,
451,15.033333333333333,,
452,15.066666666666666,,
453,15.1,,
454,15.133333333333333,,
455,15.166666666666666,,
456,15.2,,
457,15.233333333333333,,
458,15.266666666666667,,
459,15.3,,
460,15.333333333333334,,
461,15.366666666666667,,
462,15.4,,
463,15.433333333333334,,
464,15.466666666666667,,
465,15.5,,
466,15.533333333333333,,
467,15.566666666666666,,
468,15.6,,
469,15.633333333333333,,
470,15.666666666666666,,
471,15.7,,
472,15.733333333333333,,
473,15.766666666666667,,
474,15.8,,
475,15.833333333333334,,
476,15.866666666666667,,
477,15.9,,
